,gene_name,uniprot_id,larval_lethal
0,FBgn0262029,B5RJR1,other lethal
1,FBgn0262029,M9MRE4,other lethal
2,FBgn0044324,Q8T9D1,other lethal
3,FBgn0010397,Q03427,other lethal
4,FBgn0025790,O97469,other lethal
5,FBgn0020510,A0A0B4K774,other lethal
6,FBgn0037917,Q9VGL8,other lethal
7,FBgn0037236,Q7YZ95,other lethal
8,FBgn0263979,Q24572,other lethal
9,FBgn0028471,Q9V3H9,other lethal
10,FBgn0032499,Q9VK07,other lethal
11,FBgn0011817,A0A4D6K823,other lethal
12,FBgn0035542,Q9VZC7,other lethal
13,FBgn0035542,Q8IRB4,other lethal
14,FBgn0004449,O61307,other lethal
15,FBgn0004449,M9PGF7,other lethal
16,FBgn0261261,Q9TY11,other lethal
17,FBgn0036641,Q9VV74,other lethal
18,FBgn0003963,Q9VPQ6,other lethal
19,FBgn0014859,P49869,other lethal
20,FBgn0259243,P16905,other lethal
21,FBgn0024555,Q9VFS5,other lethal
22,FBgn0035769,Q9VS55,other lethal
23,FBgn0038925,Q9VD55,other lethal
24,FBgn0032773,M9PDP3,other lethal
25,FBgn0032773,Q9VIX7,other lethal
26,FBgn0267975,Q9VDY8,other lethal
27,FBgn0030486,Q9VYD1,other lethal
28,FBgn0261277,Q9VZ21,other lethal
29,FBgn0035060,Q8MMD2,other lethal
30,FBgn0001990,Q9VJN5,other lethal
31,FBgn0027948,Q9VEZ3,other lethal
32,FBgn0027948,A0A0B4K700,other lethal
33,FBgn0286070,Q7KNQ9,other lethal
34,FBgn0267348,P15215,other lethal
35,FBgn0028734,Q9NFU0,other lethal
36,FBgn0028734,A0A0B4K618,other lethal
37,FBgn0019650,Q9V490,other lethal
38,FBgn0004647,P07207,other lethal
39,FBgn0263198,Q9VJ12,other lethal
40,FBgn0000568,P17672,other lethal
41,FBgn0001992,Q9V399,other lethal
42,FBgn0003339,P09077,other lethal
43,FBgn0003339,A0A4D6K1B2,other lethal
44,FBgn0261530,Q9VT40,other lethal
45,FBgn0013576,Q8IPN7,other lethal
46,FBgn0013576,A0A0B4K620,other lethal
47,FBgn0000370,Q9NIR3,other lethal
48,FBgn0001112,P18173,other lethal
49,FBgn0000179,Q24432,other lethal
50,FBgn0024179,Q9NGX8,other lethal
51,FBgn0024179,M9PE88,other lethal
52,FBgn0283451,Q01295,other lethal
53,FBgn0037613,Q9VHN1,other lethal
54,FBgn0005386,Q9VW15,other lethal
55,FBgn0000490,P07713,other lethal
56,FBgn0004860,Q9NF31,other lethal
57,FBgn0004860,Q9W523,other lethal
58,FBgn0045035,Q5EAK6,other lethal
59,FBgn0002521,Q8ST83,other lethal
60,FBgn0000150,P08879,other lethal
61,FBgn0260642,P02833,other lethal
62,FBgn0000567,P20105,other lethal
63,FBgn0027066,Q7JZD3,other lethal
64,FBgn0027066,A1Z6P3,other lethal
65,FBgn0003997,Q24106,other lethal
66,FBgn0027560,Q9Y119,other lethal
67,FBgn0250903,Q7KA43,other lethal
68,FBgn0014020,P48148,other lethal
69,FBgn0010470,A0A0B4K7C5,other lethal
70,FBgn0020255,Q9VZ23,other lethal
71,FBgn0250788,Q00963,other lethal
72,FBgn0261793,Q07DP5,other lethal
73,FBgn0040918,Q9W423,other lethal
74,FBgn0027335,X2JFP6,other lethal
75,FBgn0027335,Q9VWS3,other lethal
76,FBgn0011760,Q24117,other lethal
77,FBgn0004924,P30189,other lethal
78,FBgn0000499,P51140,other lethal
79,FBgn0003371,P18431,other lethal
80,FBgn0003345,P30052,other lethal
81,FBgn0261617,M9MS40,other lethal
82,FBgn0087008,Q9VWF2,other lethal
83,FBgn0087008,M9PI16,other lethal
84,FBgn0020653,P91938,other lethal
85,FBgn0027087,M9PHI2,other lethal
86,FBgn0043903,Q9VWE0,other lethal
87,FBgn0015286,P48555,other lethal
88,FBgn0026713,Q9VY50,other lethal
89,FBgn0025800,O96660,other lethal
90,FBgn0264848,Q9VTY6,other lethal
91,FBgn0011661,P46150,other lethal
92,FBgn0261983,Q9VKJ9,other lethal
93,FBgn0261954,O46048,other lethal
94,FBgn0028421,B7Z139,other lethal
95,FBgn0028421,Q9VZ07,other lethal
96,FBgn0000635,P34082,other lethal
97,FBgn0029512,Q7KSM5,other lethal
98,FBgn0000579,P15007,other lethal
99,FBgn0037138,Q9VNX4,other lethal
100,FBgn0265935,A0A0B4KEJ7,other lethal
101,FBgn0037659,Q9VHH9,other lethal
102,FBgn0001218,P29844,yes
103,FBgn0013726,P40797,yes
104,FBgn0002774,P24785,yes
105,FBgn0000140,Q9VC45,yes
106,FBgn0284084,P09615,yes
107,FBgn0004956,O96525,yes
108,FBgn0033649,B9ZW35,yes
109,FBgn0036641,Q9VV74,yes
110,FBgn0001075,P33450,yes
111,FBgn0266064,Q9VFC8,yes
112,FBgn0263346,Q0KIC3,yes
113,FBgn0039555,Q9VAY9,yes
114,FBgn0036218,Q9VTQ2,yes
115,FBgn0034351,Q7JUX9,yes
116,FBgn0023169,O18645,yes
117,FBgn0031190,Q8IQ25,yes
118,FBgn0030574,Q8IR48,yes
119,FBgn0040918,Q9W423,yes
120,FBgn0028426,Q8MKW7,yes
121,FBgn0263593,E5DK16,yes
122,FBgn0087002,Q9V496,yes
123,FBgn0028374,Q9VG55,yes
124,FBgn0261953,M9PD85,yes
125,FBgn0035049,A0A0B4JCU7,yes
126,FBgn0035294,Q9W062,yes
127,FBgn0029123,M9PCZ7,yes
128,FBgn0051201,Q0KI42,yes
129,FBgn0038862,Q9VDD8,yes
130,FBgn0028694,Q9V3H2,yes
131,FBgn0037270,Q9VN50,yes
132,FBgn0260936,Q9VRP5,yes
133,FBgn0030969,Q9VWP1,yes
134,FBgn0034970,Q45VV3,yes
135,FBgn0250788,Q00963,yes
136,FBgn0000719,P40795,yes
137,FBgn0027108,Q9V427,yes
138,FBgn0011706,Q24475,yes
139,FBgn0033483,Q8MUJ1,yes
140,FBgn0261793,Q07DP5,yes
141,FBgn0000015,P09087,yes
142,FBgn0019990,A0A0B4KHX7,yes
143,FBgn0019990,Q9V9X8,yes
144,FBgn0000543,Q9W032,yes
145,FBgn0037617,Q9VHM7,yes
146,FBgn0037617,Q8MSE5,yes
147,FBgn0264922,O97102,yes
148,FBgn0260004,Q9VDD3,yes
149,FBgn0037621,Q9VHM3,yes
150,FBgn0033817,Q7JYX0,yes
151,FBgn0001078,P33244,yes
152,FBgn0261854,A1Z9X0,yes
153,FBgn0003997,Q24106,yes
154,FBgn0038391,A0A0B4JDD2,yes
155,FBgn0005672,Q01083,yes
156,FBgn0032209,Q9VL05,yes
157,FBgn0260642,P02833,yes
158,FBgn0013733,A1Z9J0,yes
159,FBgn0029687,Q9W4N8,yes
160,FBgn0265137,Q7K8Y5,yes
161,FBgn0000490,P07713,yes
162,FBgn0015381,Q9VML1,yes
163,FBgn0003651,P16375,yes
164,FBgn0019650,Q9V490,yes
165,FBgn0005558,O18381,yes
166,FBgn0011739,Q9VA38,yes
167,FBgn0010348,P61209,yes
168,FBgn0086758,Q9VQ30,yes
169,FBgn0001942,Q02748,yes
170,FBgn0004237,P48810,yes
171,FBgn0004587,P26686,yes
172,FBgn0028554,Q9V3V0,yes
173,FBgn0265298,Q7KTD2,yes
174,FBgn0283477,Q9V3W7,yes
175,FBgn0262124,A0A0B7P9G0,yes
176,FBgn0261617,M9MS40,yes
177,FBgn0016041,Q9U4L6,yes
178,FBgn0020255,Q9VZ23,yes
179,FBgn0011305,Q24491,yes
180,FBgn0029503,Q9VCC0,yes
181,FBgn0250789,P13395,yes
182,FBgn0259243,P16905,yes
183,FBgn0283451,Q01295,yes
184,FBgn0004864,Q24592,yes
185,FBgn0003270,Q9Y0A7,yes
186,FBgn0036732,Q9VVH9,yes
187,FBgn0024921,Q9VRV8,yes
188,FBgn0032154,Q9VL76,yes
189,FBgn0030092,Q9W385,yes
190,FBgn0015283,P55035,yes
191,FBgn0035432,M9PEG6,yes
192,FBgn0045073,P83094,yes
193,FBgn0260386,A0A0C4DHF5,yes
194,FBgn0037778,Q9VH38,yes
195,FBgn0027603,Q9VWK5,yes
196,FBgn0027338,Q9V455,yes
197,FBgn0284252,P91927,yes
198,FBgn0016120,Q24251,yes
199,FBgn0040372,M9PGH7,yes
200,FBgn0030486,Q9VYD1,yes
201,FBgn0029131,Q9V9C8,yes
202,FBgn0013983,Q7K4Z4,yes
203,FBgn0262656,Q9W4S7,yes
204,FBgn0259174,Q9VVI3,yes
205,FBgn0261588,A0A0B4LEG2,yes
206,FBgn0263112,Q6WSQ9,yes
207,FBgn0001108,P13496,yes
208,FBgn0025641,Q7YZA4,yes
209,FBgn0031879,E1JHA6,yes
210,FBgn0004647,P07207,yes
211,FBgn0003205,P08646,yes
212,FBgn0064225,Q9W5R8,yes
213,FBgn0053970,Q86P18,yes
214,FBgn0037875,Q9VGS1,yes
215,FBgn0028982,Q9W420,yes
216,FBgn0029870,Q7YU24,yes
217,FBgn0039904,Q9V4C8,yes
218,FBgn0027378,Q9Y0I1,yes
219,FBgn0026080,Q960X4,yes
220,FBgn0002723,Q9VYW2,yes
221,FBgn0035624,Q9VRN3,yes
222,FBgn0034537,Q7K3D8,yes
223,FBgn0040078,Q9VH07,yes
224,FBgn0040066,Q9V3J8,yes
225,FBgn0040087,Q9W3N6,yes
226,FBgn0040075,Q9V3K3,yes
227,FBgn0020306,Q9NDJ2,yes
228,FBgn0031873,Q9VM63,yes
229,FBgn0000581,A0A0B4KET9,yes
230,FBgn0025716,Q7K012,yes
231,FBgn0027095,Q9XZ63,yes
232,FBgn0267350,M9PDM4,yes
233,FBgn0264855,P91926,yes
234,FBgn0016984,Q9W2R3,yes
235,FBgn0000546,P34021,yes
236,FBgn0035001,A4UZU8,yes
237,FBgn0052528,Q9VWD0,yes
238,FBgn0011726,P45594,yes
239,FBgn0010379,Q8INB9,yes
240,FBgn0025790,O97469,yes
241,FBgn0000299,P08120,yes
242,FBgn0038947,Q9VD29,yes
243,FBgn0038818,Q8T062,yes
244,FBgn0033438,Q8MPP3,yes
245,FBgn0266673,Q9XTM1,yes
246,FBgn0015904,Q24248,yes
247,FBgn0015664,Q94883,yes
248,FBgn0011225,Q01989,yes
249,FBgn0031424,Q9VQC0,yes
250,FBgn0040505,Q7KJ08,yes
251,FBgn0050115,B3DN64,yes
252,FBgn0043012,Q9VDC3,yes
253,FBgn0053459,A1ZAG9,yes
254,FBgn0035993,Q9VSY9,yes
255,FBgn0264495,Q8INR6,yes
256,FBgn0259937,O44081,yes
257,FBgn0033885,A1Z9J4,yes
258,FBgn0039747,Q9VAA2,yes
259,FBgn0010051,P29993,yes
260,FBgn0032195,Q9VL22,yes
261,FBgn0030354,Q9VYS3,yes
262,FBgn0263352,B7Z0E2,yes
263,FBgn0003612,Q5BIG7,yes
264,FBgn0265297,P21187,yes
265,FBgn0028396,Q8IN44,yes
266,FBgn0260962,Q9XYZ5,yes
267,FBgn0034903,B7YZP6,yes
268,FBgn0024734,O61722,yes
269,FBgn0262057,Q0E8C8,yes
270,FBgn0003975,Q26366,yes
271,FBgn0027930,A0A126GUP6,yes
272,FBgn0037874,Q9VGS2,yes
273,FBgn0038197,Q95V55,yes
274,FBgn0037207,Q95ST8,yes
275,FBgn0039594,Q9VAU1,yes
276,FBgn0039183,Q9VC93,yes
277,FBgn0287185,Q1JUZ1,yes
278,FBgn0037856,Q9VGU4,yes
279,FBgn0266599,P11147,yes
280,FBgn0027560,Q9Y119,yes
281,FBgn0053156,A1Z9F4,yes
282,FBgn0020764,O18680,yes
283,FBgn0028983,Q7JV69,yes
284,FBgn0005586,P25228,yes
285,FBgn0086906,Q9I7U4,yes
286,FBgn0010333,P40792,yes
287,FBgn0010341,P40793,yes
288,FBgn0052062,M9NFQ7,yes
289,FBgn0265416,Q9VYC7,yes
290,FBgn0037637,Q9VHK6,yes
291,FBgn0015618,Q9VT57,yes
292,FBgn0027594,Q9W0A0,yes
293,FBgn0026160,Q7JR52,yes
294,FBgn0038659,Q8T390,yes
295,FBgn0044452,Q9VZX7,yes
296,FBgn0020386,Q9W0V1,yes
297,FBgn0000499,P51140,yes
298,FBgn0003598,P20193,yes
299,FBgn0002441,Q9VB52,yes
300,FBgn0003559,P25991,yes
301,FBgn0001222,P22813,yes
302,FBgn0028497,Q8MLR7,yes
303,FBgn0039846,Q9V9X7,yes
304,FBgn0030345,Q8IR85,yes
305,FBgn0004406,Q27607,yes
306,FBgn0037657,Q9VHI1,yes
307,FBgn0261111,Q9VS33,yes
308,FBgn0004436,P25153,yes
309,FBgn0031097,Q9VR79,yes
310,FBgn0030054,Q9W3D1,yes
311,FBgn0259785,Q9VP57,yes
312,FBgn0039562,Q9VAY2,yes
313,FBgn0025682,Q9W0H8,yes
314,FBgn0004435,P23625,yes
315,FBgn0033413,Q9V579,yes
316,FBgn0040297,B7YZY5,yes
317,FBgn0039861,Q9V9V7,yes
318,FBgn0025864,Q9W3D3,yes
319,FBgn0261397,Q7YU40,yes
320,FBgn0261437,Q7KTH8,yes
321,FBgn0261373,B3DNG1,yes
322,FBgn0031068,C0PVB3,yes
323,FBgn0031068,Q8SX43,yes
324,FBgn0261049,Q9VHB5,yes
325,FBgn0259176,Q24523,yes
326,FBgn0024320,X2J9B0,yes
327,FBgn0024320,Q9VL24,yes
328,FBgn0010328,A8JRE3,yes
329,FBgn0022027,Q7JXV9,yes
330,FBgn0021875,Q9W1A3,yes
331,FBgn0017590,P91670,yes
332,FBgn0050476,Q8ML92,yes
333,FBgn0029176,Q9NJH0,yes
334,FBgn0021796,Q9VK45,yes
335,FBgn0262743,O18388,yes
336,FBgn0015245,O02649,yes
337,FBgn0020621,A1Z7T0,yes
338,FBgn0000611,P40427,yes
339,FBgn0004197,P18168,yes
340,FBgn0004656,P13709,yes
341,FBgn0020272,O01939,yes
342,FBgn0003862,P20659,yes
343,FBgn0034878,Q95RQ8,yes
344,FBgn0000541,Q9W0T1,yes
345,FBgn0035627,Q9VRN6,yes
346,FBgn0031260,Q9VPQ7,yes
347,FBgn0038387,Q9VF08,yes
348,FBgn0261109,Q9VUR1,yes
349,FBgn0263006,P22700,yes
350,FBgn0011591,Q24342,yes
351,FBgn0004654,P41572,yes
352,FBgn0259824,Q9VUW9,yes
353,FBgn0015582,Q9V3T9,yes
354,FBgn0004889,P36872,yes
355,FBgn0264959,Q9V9J3,yes
356,FBgn0003944,P83949,yes
357,FBgn0020653,P91938,yes
358,FBgn0261823,Q9V727,yes
359,FBgn0011655,Q8IMG6,yes
360,FBgn0051852,Q9VJZ5,yes
361,FBgn0264962,A0A0B4LFE6,yes
362,FBgn0000482,Q24314,yes
363,FBgn0028689,Q7KLV9,yes
364,FBgn0016081,Q9VT28,yes
365,FBgn0004101,Q24535,yes
366,FBgn0005624,P35820,yes
367,FBgn0015239,Q24142,yes
368,FBgn0285944,P35500,yes
369,FBgn0004242,P21521,yes
370,FBgn0005671,P31409,yes
371,FBgn0263289,Q7KRY7,yes
372,FBgn0043903,Q9VWE0,yes
373,FBgn0002284,P40304,yes
374,FBgn0266464,P54351,yes
375,FBgn0264493,Q9VFP2,yes
376,FBgn0000253,P62152,yes
377,FBgn0261279,Q8IN05,yes
378,FBgn0250791,Q23983,yes
379,FBgn0053554,Q8I8U7,yes
380,FBgn0267398,Q8SXI2,yes
381,FBgn0053193,Q9VCR6,yes
382,FBgn0001612,Q9XYP8,yes
383,FBgn0005411,Q24562,yes
384,FBgn0000629,P42124,yes
385,FBgn0261797,P37276,yes
386,FBgn0000273,P12370,yes
387,FBgn0010434,Q9V8R9,yes
388,FBgn0261403,Q7KJA9,yes
389,FBgn0036990,Q8T9L3,yes
390,FBgn0023083,A0A126GUV7,yes
391,FBgn0023083,Q7KSD3,yes
392,FBgn0052296,Q9VZY2,yes
393,FBgn0004868,Q9VLB7,yes
394,FBgn0002121,P08111,yes
395,FBgn0004646,P27716,yes
396,FBgn0020379,A8JQX0,yes
397,FBgn0013531,P91641,yes
398,FBgn0003654,Q24246,yes
399,FBgn0023388,M9ND00,yes
400,FBgn0010235,P46824,yes
401,FBgn0003360,Q26365,yes
402,FBgn0041188,Q8SWR8,yes
403,FBgn0087007,Q9VUE7,yes
404,FBgn0085387,P33085,yes
405,FBgn0003371,P18431,yes
406,FBgn0005198,Q9U9B0,yes
407,FBgn0005386,Q9VW15,yes
408,FBgn0027945,Q9U616,yes
409,FBgn0019662,Q9VS54,yes
410,FBgn0002778,Q9Y1A7,yes
411,FBgn0011763,Q24318,yes
412,FBgn0020887,Q9NJG9,yes
413,FBgn0003118,P51023,yes
414,FBgn0001624,P31007,yes
415,FBgn0013764,O18353,yes
416,FBgn0001330,O46072,yes
417,FBgn0015477,A1Z7S0,yes
418,FBgn0024194,Q9VZU2,yes
419,FBgn0262976,Q8SXG2,yes
420,FBgn0005666,L0MPZ1,yes
421,FBgn0000662,Q9Y091,yes
422,FBgn0026401,Q7PLI2,yes
423,FBgn0287775,A1ZBR2,yes
424,FBgn0015521,O76927,yes
425,FBgn0284421,O02194,yes
426,FBgn0000317,Q9V3Z6,yes
427,FBgn0015270,Q24168,yes
428,FBgn0002023,Q9VJ00,yes
429,FBgn0004396,P29747,yes
430,FBgn0015805,Q94517,yes
431,FBgn0260789,Q9W363,yes
432,FBgn0005771,Q24423,yes
433,FBgn0003256,P40417,yes
434,FBgn0086448,Q8IR17,yes
435,FBgn0267384,Q9VXE8,yes
436,FBgn0261675,Q9VRC9,yes
437,FBgn0263231,Q9VHP0,yes
438,FBgn0260972,Q95SG9,yes
439,FBgn0011570,P48603,yes
440,FBgn0013725,Q27934,yes
441,FBgn0002431,P51592,yes
442,FBgn0020249,Q8INQ9,yes
443,FBgn0003525,P20483,yes
444,FBgn0015271,Q24169,yes
445,FBgn0085432,Q8IMA8,yes
446,FBgn0086359,Q9VH19,yes
447,FBgn0020443,M9PD08,yes
448,FBgn0020443,Q9VK85,yes
449,FBgn0014184,P54361,yes
450,FBgn0004643,Q9W4X9,yes
451,FBgn0014269,Q7JNE1,yes
452,FBgn0264492,P08181,yes
453,FBgn0015623,Q27597,yes
454,FBgn0015218,P48598,yes
455,FBgn0015797,O18334,yes
456,FBgn0002440,P52302,yes
457,FBgn0004456,Q24247,yes
458,FBgn0001233,P02828,yes
459,FBgn0002183,Q8IRG6,yes
460,FBgn0020305,Q9VPU8,yes
461,FBgn0001491,O97454,yes
462,FBgn0286785,O44386,yes
463,FBgn0000157,P20009,yes
464,FBgn0003079,P11346,yes
465,FBgn0260985,P53034,yes
466,FBgn0005536,A8JNT5,yes
467,FBgn0002522,P10105,yes
468,FBgn0265011,A1Z7M3,yes
469,FBgn0024187,Q9GQF1,yes
470,FBgn0000346,P46461,yes
471,FBgn0014870,O96828,yes
472,FBgn0003514,P40423,yes
473,FBgn0000330,O76928,yes
474,FBgn0004924,P30189,yes
475,FBgn0011715,Q24090,yes
476,FBgn0261268,Q9V475,yes
477,FBgn0039234,Q9VC27,yes
478,FBgn0004837,P28159,yes
479,FBgn0004419,P23128,yes
480,FBgn0261609,P41374,yes
481,FBgn0263600,P54358,yes
482,FBgn0035027,Q960Q8,yes
483,FBgn0002914,P04197,yes
484,FBgn0265784,Q9VWW0,yes
485,FBgn0024277,Q8IRI4,yes
486,FBgn0002781,Q86B87,yes
487,FBgn0003888,P08841,yes
488,FBgn0002413,O76324,yes
489,FBgn0023081,Q9W1B0,yes
490,FBgn0027053,Q9XZ58,yes
491,FBgn0261396,P25161,yes
492,FBgn0003714,P10735,yes
493,FBgn0003319,Q05319,yes
494,FBgn0000568,P17672,yes
495,FBgn0004867,P31009,yes
496,FBgn0026379,Q9V3L4,yes
497,FBgn0002466,Q9VTY8,yes
498,FBgn0032725,Q9VJ33,yes
499,FBgn0000635,P34082,yes
500,FBgn0011361,Q94519,yes
501,FBgn0287182,Q7PLL6,yes
502,FBgn0005640,Q7KM03,yes
503,FBgn0026181,X2JKQ8,yes
504,FBgn0000376,O76906,yes
505,FBgn0015509,Q24311,yes
506,FBgn0003204,Q07152,yes
507,FBgn0003517,P38979,yes
508,FBgn0025637,O77430,yes
509,FBgn0011300,A1Z7L8,yes
510,FBgn0015754,Q7KNS3,yes
511,FBgn0000139,Q94545,yes
512,FBgn0002022,Q9V3A4,yes
513,FBgn0002031,P24156,yes
514,FBgn0004657,P11584,yes
515,FBgn0003330,Q9VB08,yes
516,FBgn0261261,Q9TY11,yes
517,FBgn0000520,Q9W4V9,yes
518,FBgn0261456,Q8T0S6,yes
519,FBgn0003892,P18502,yes
520,FBgn0266450,P08155,yes
521,FBgn0263930,Q24114,yes
522,FBgn0013263,Q08605,yes
523,FBgn0283499,P09208,yes
524,FBgn0003334,Q9VHA0,yes
525,FBgn0027054,Q9V345,yes
526,FBgn0026259,Q9VZP5,yes
527,FBgn0017457,Q94535,yes
528,FBgn0284408,M9NFR6,yes
529,FBgn0263863,Q9VCX3,yes
530,FBgn0003277,P04052,yes
531,FBgn0266284,Q9W590,yes
532,FBgn0004957,Q9VWV9,yes
533,FBgn0261983,Q9VKJ9,yes
534,FBgn0026207,Q9GYU8,yes
535,FBgn0000667,P18091,yes
536,FBgn0287768,P25932,yes
537,FBgn0261532,Q9VEC5,yes
538,FBgn0024196,Q7KMS3,yes
539,FBgn0001565,Q9VRI0,yes
540,FBgn0036974,Q9VPH7,yes
541,FBgn0025111,O62526,yes
542,FBgn0016976,Q24211,yes
543,FBgn0016694,Q8SZT1,yes
544,FBgn0001341,Q9W5E4,yes
545,FBgn0031450,Q960X8,yes
546,FBgn0000014,P29555,yes
547,FBgn0259685,P10040,yes
548,FBgn0000042,P10987,yes
549,FBgn0264491,O01367,yes
550,FBgn0261788,Q7KU92,yes
551,FBgn0261984,A8JR46,yes
552,FBgn0087021,Q9V3V7,yes
553,FBgn0261933,Q9VU02,yes
554,FBgn0041191,Q9VND8,yes
555,FBgn0014037,Q9VW51,yes
556,FBgn0262519,O97159,yes
557,FBgn0035850,M9PEY7,yes
558,FBgn0004648,P42787,yes
559,FBgn0014010,Q9V3I2,yes
560,FBgn0004595,P29617,yes
561,FBgn0020496,O46036,yes
562,FBgn0017545,P55830,yes
563,FBgn0003268,Q9V9W7,yes
564,FBgn0004198,P10180,yes
565,FBgn0261592,P29327,yes
566,FBgn0264695,P05661,yes
567,FBgn0264357,Q8I0A1,yes
568,FBgn0265998,P49762,yes
569,FBgn0002780,P13469,yes
570,FBgn0003124,P52304,yes
571,FBgn0026418,Q9VUC1,yes
572,FBgn0260635,Q24306,yes
573,FBgn0011661,P46150,yes
574,FBgn0031145,Q9VRD6,yes
575,FBgn0031145,A8JUT4,yes
576,FBgn0026597,Q9V407,yes
577,FBgn0024510,Q8T626,yes
578,FBgn0011217,P25867,yes
579,FBgn0266557,M9NEL3,yes
580,FBgn0013563,Q9VUC7,yes
581,FBgn0000404,P14785,yes
582,FBgn0001235,O46339,yes
583,FBgn0016983,M9PEE1,yes
584,FBgn0004838,P48809,yes
585,FBgn0263995,Q01617,yes
586,FBgn0086710,Q9VJ19,yes
587,FBgn0262739,Q7KY08,yes
588,FBgn0011211,P35381,yes
589,FBgn0000547,M9PCI6,yes
590,FBgn0002069,Q7K0E6,yes
591,FBgn0040233,Q9VKH9,yes
592,FBgn0015544,Q9V3E9,yes
593,FBgn0261270,O18373,yes
594,FBgn0261822,M9PCW5,yes
595,FBgn0015396,Q9XTP7,yes
596,FBgn0020307,Q9W268,yes
597,FBgn0011474,Q9VFK6,yes
598,FBgn0028468,Q9V395,yes
599,FBgn0004876,Q9VE06,yes
600,FBgn0017550,Q94547,yes
601,FBgn0003721,P49455,yes
602,FBgn0010768,Q9VDZ3,yes
603,FBgn0010382,P54733,yes
604,FBgn0025186,O76924,yes
605,FBgn0261458,Q9VPX7,yes
606,FBgn0263120,Q8T3L1,yes
607,FBgn0002525,P08928,yes
608,FBgn0040232,M9PCX3,yes
609,FBgn0086904,Q94518,yes
610,FBgn0283472,Q94533,yes
611,FBgn0010825,Q7KUA8,yes
612,FBgn0015790,O18335,yes
613,FBgn0014343,M9PI45,yes
614,FBgn0003301,P32870,yes
615,FBgn0010323,P54366,yes
616,FBgn0011648,P42003,yes
617,FBgn0010247,P35875,yes
618,FBgn0004885,Q9VC47,yes
619,FBgn0264294,Q9V4N3,yes
620,FBgn0260639,P23257,yes
621,FBgn0037203,Q9VNP7,yes
622,FBgn0004167,Q7KV70,yes
623,FBgn0028550,Q9XZS8,yes
624,FBgn0026261,Q8WTC1,yes
625,FBgn0003964,P20153,yes
626,FBgn0003984,Q94918,yes
627,FBgn0015949,Q9N6D7,yes
628,FBgn0015949,Q8MZ09,yes
629,FBgn0002524,Q9V3F2,yes
630,FBgn0036152,Q9VTH5,yes
631,FBgn0264291,Q9VEM2,yes
632,FBgn0265598,O77284,yes
633,FBgn0002775,P50536,yes
634,FBgn0005617,P50535,yes
635,FBgn0005616,P50534,yes
636,FBgn0010109,Q26263,yes
637,FBgn0022764,O77025,yes
638,FBgn0014179,Q27403,yes
639,FBgn0283657,B7Z126,yes
640,FBgn0029094,Q9V464,yes
641,FBgn0004179,Q03751,yes
642,FBgn0001308,P17210,yes
643,FBgn0263782,P14773,yes
644,FBgn0264562,Q9W539,yes
645,FBgn0002021,Q9VJ10,yes
646,FBgn0014340,O02193,yes
647,FBgn0260945,Q8MQJ7,yes
648,FBgn0000179,Q24432,yes
649,FBgn0003977,Q9W1R5,yes
650,FBgn0001180,P05084,yes
651,FBgn0263490,A0A0C4DHB7,yes
652,FBgn0263490,Q8IMW5,yes
653,FBgn0039632,Q9VAQ0,yes
654,FBgn0263316,Q9VGM1,yes
655,FBgn0036740,Q9VVI9,yes
656,FBgn0002306,Q04164,yes
657,FBgn0263200,Q9VMA2,yes
658,FBgn0010355,P51123,yes
659,FBgn0030718,Q9VXK7,yes
660,FBgn0039576,Q4QPY3,yes
661,FBgn0039576,Q9VAW7,yes
662,FBgn0287873,Q99323,yes
663,FBgn0267002,A1ZAJ2,yes
664,FBgn0003716,Q24326,yes
665,FBgn0002044,Q9VIV2,yes
666,FBgn0283468,A0A0B4KHK1,yes
667,FBgn0010762,Q960V1,yes
668,FBgn0259986,Q59E55,yes
669,FBgn0043884,Q9VCA8,yes
670,FBgn0263133,Q9VM33,yes
671,FBgn0010602,Q7KNM2,yes
672,FBgn0086372,Q9VI75,yes
673,FBgn0015391,Q9U6I2,yes
674,FBgn0024234,P27091,yes
675,FBgn0261722,Q95T12,yes
676,FBgn0263933,Q95RJ9,yes
677,FBgn0286070,Q7KNQ9,yes
678,FBgn0000250,Q03017,yes
679,FBgn0037218,Q9VMY8,yes
680,FBgn0000147,Q9VGF9,yes
681,FBgn0015331,Q9V3C0,yes
682,FBgn0270928,O17444,yes
683,FBgn0032499,Q9VK07,yes
684,FBgn0040395,M9PGS9,yes
685,FBgn0026317,Q9U9A9,yes
686,FBgn0010417,P49847,yes
687,FBgn0034691,Q5U0V7,yes
688,FBgn0085450,Q00G30,yes
689,FBgn0023167,O44437,yes
690,FBgn0266674,Q9VDE6,yes
691,FBgn0033656,Q7JZ56,yes
692,FBgn0263832,Q9VZJ3,yes
693,FBgn0020618,O18640,yes
694,FBgn0033688,A1Z8U0,yes
695,FBgn0036484,Q9VUL8,yes
696,FBgn0044826,Q9VEV1,yes
697,FBgn0044826,A0A0B4KGS4,yes
698,FBgn0004378,P46863,yes
699,FBgn0011604,Q24368,yes
700,FBgn0027291,Q9VWH4,yes
701,FBgn0011802,Q9V3C4,yes
702,FBgn0034180,A4UZL3,yes
703,FBgn0026439,O77062,yes
704,FBgn0011766,Q27368,yes
705,FBgn0033159,Q0E9H9,yes
706,FBgn0024330,Q8MSX2,yes
707,FBgn0243511,Q9VDQ7,yes
708,FBgn0024555,Q9VFS5,yes
