,gene_name,uniprot_id,larval_lethal
2790,FBgn0263977,Q7PLT4,other lethal
2791,FBgn0036896,D3DMF6,other lethal
2792,FBgn0036896,Q9VW24,other lethal
2793,FBgn0030163,M9PHH5,other lethal
2794,FBgn0003997,Q24106,other lethal
2795,FBgn0004636,P08645,other lethal
2796,FBgn0002931,Q9VPI8,other lethal
2797,FBgn0037680,Q9VHF5,other lethal
2798,FBgn0027108,Q9V427,other lethal
2799,FBgn0038545,Q9VEF6,other lethal
2800,FBgn0035049,A0A0B4JCU7,other lethal
2801,FBgn0045843,P40809,other lethal
2802,FBgn0003892,P18502,other lethal
2803,FBgn0044028,Q9VUX3,other lethal
2804,FBgn0003041,Q8IQ97,other lethal
2805,FBgn0001291,P18289,other lethal
2806,FBgn0001291,A0A0B4KEI6,other lethal
2807,FBgn0014179,Q27403,other lethal
2808,FBgn0001320,P10734,other lethal
2809,FBgn0001320,X2JGX8,other lethal
2810,FBgn0002576,Q9W349,other lethal
2811,FBgn0286511,Q7KML4,other lethal
2812,FBgn0286511,B7YZT5,other lethal
2813,FBgn0000577,P02836,other lethal
2814,FBgn0003118,P51023,other lethal
2815,FBgn0266917,Q9VEP9,other lethal
2816,FBgn0031266,Q9VPR5,other lethal
2817,FBgn0067864,Q9NB04,other lethal
2818,FBgn0005558,O18381,other lethal
2819,FBgn0004197,P18168,other lethal
2820,FBgn0003870,P17789,other lethal
2821,FBgn0003870,P42282,other lethal
2822,FBgn0000606,P06602,other lethal
2823,FBgn0034903,B7YZP6,other lethal
2824,FBgn0015218,P48598,other lethal
2825,FBgn0283499,P09208,other lethal
2826,FBgn0014020,P48148,other lethal
2827,FBgn0004859,P19538,other lethal
2828,FBgn0011706,Q24475,other lethal
2829,FBgn0265351,Q9VHT4,other lethal
2830,FBgn0025641,Q7YZA4,other lethal
2831,FBgn0026404,Q9XYF4,other lethal
2832,FBgn0004242,P21521,other lethal
2833,FBgn0003386,P17972,other lethal
2834,FBgn0003386,B7Z009,other lethal
2835,FBgn0002735,Q01070,other lethal
2836,FBgn0024236,Q9VSL7,other lethal
2837,FBgn0033378,Q9V535,other lethal
2838,FBgn0011202,P48608,other lethal
2839,FBgn0011202,M9NCZ5,other lethal
2840,FBgn0029123,M9PCZ7,other lethal
2841,FBgn0039938,Q9V480,other lethal
2842,FBgn0039938,Q59DN5,other lethal
2843,FBgn0000097,Q01842,other lethal
2844,FBgn0266711,Q7JWD6,other lethal
2845,FBgn0016917,Q24151,other lethal
2846,FBgn0016917,A0A0B4KGE1,other lethal
2847,FBgn0033246,A1Z784,other lethal
2848,FBgn0267821,P11420,other lethal
2849,FBgn0267821,A0A4D6K5Q8,other lethal
2850,FBgn0003716,Q24326,other lethal
2851,FBgn0259685,P10040,other lethal
2852,FBgn0032006,M9PCX2,other lethal
2853,FBgn0032006,E1JHB7,other lethal
2854,FBgn0000273,P12370,other lethal
2855,FBgn0042641,Q95YI5,other lethal
2856,FBgn0265487,O16011,other lethal
2857,FBgn0003475,Q9U1K1,other lethal
2858,FBgn0050069,A1Z9M5,other lethal
2859,FBgn0261954,O46048,other lethal
2860,FBgn0000405,P20439,other lethal
2861,FBgn0010383,Q95078,other lethal
2862,FBgn0011305,Q24491,other lethal
2863,FBgn0002631,P13096,other lethal
2864,FBgn0003285,Q08180,other lethal
2865,FBgn0261397,Q7YU40,other lethal
2866,FBgn0002561,P09774,other lethal
2867,FBgn0024234,P27091,other lethal
2868,FBgn0264302,Q9VS49,other lethal
2869,FBgn0030018,Q95UN8,other lethal
2870,FBgn0030018,M9MSN2,other lethal
2871,FBgn0085408,A1Z9P3,other lethal
2872,FBgn0001078,P33244,other lethal
2873,FBgn0000459,P23792,other lethal
2874,FBgn0026181,X2JKQ8,other lethal
2875,FBgn0000439,P07548,other lethal
2876,FBgn0085432,Q8IMA8,other lethal
2877,FBgn0036640,Q9VV73,other lethal
2878,FBgn0037248,Q8IPM0,other lethal
2879,FBgn0037248,Q8IPM1,other lethal
2880,FBgn0016053,A8DYL7,other lethal
2881,FBgn0038134,Q9VFX1,other lethal
2882,FBgn0287234,Q8SZK9,other lethal
2883,FBgn0026371,O97143,other lethal
2884,FBgn0285926,Q8IR99,other lethal
2885,FBgn0285926,M9NF14,other lethal
2886,FBgn0010441,Q05652,other lethal
2887,FBgn0263260,Q7JXF7,other lethal
2888,FBgn0026620,Q9XZL7,other lethal
2889,FBgn0026620,A0A0B4JD97,other lethal
2890,FBgn0003391,Q24298,other lethal
2891,FBgn0003964,P20153,other lethal
2892,FBgn0034726,Q9W256,other lethal
2893,FBgn0010602,Q7KNM2,other lethal
2894,FBgn0039141,Q8I0P1,other lethal
2895,FBgn0004856,P39736,other lethal
2896,FBgn0036819,Q9VVT5,other lethal
2897,FBgn0002734,Q01071,other lethal
2898,FBgn0051374,Q9VGN4,other lethal
2899,FBgn0000308,P25843,other lethal
2900,FBgn0000256,Q24120,other lethal
2901,FBgn0000256,B7Z011,other lethal
2902,FBgn0283471,P36188,other lethal
2903,FBgn0086906,Q9I7U4,other lethal
2904,FBgn0261477,A1ZB86,other lethal
2905,FBgn0035272,Q9W086,other lethal
2906,FBgn0001250,P12080,other lethal
2907,FBgn0023091,B6VQA1,other lethal
2908,FBgn0005666,L0MPZ1,other lethal
2909,FBgn0010424,P47949,other lethal
2910,FBgn0031479,Q9VQI7,other lethal
2911,FBgn0003450,P05049,other lethal
2912,FBgn0001990,Q9VJN5,other lethal
2913,FBgn0264695,P05661,other lethal
2914,FBgn0028427,E3CTS5,other lethal
2915,FBgn0004390,P48423,other lethal
2916,FBgn0004390,M9PF62,other lethal
2917,FBgn0030245,Q9VZ58,other lethal
2918,FBgn0030245,X2JB52,other lethal
2919,FBgn0031054,M9PHZ3,other lethal
2920,FBgn0031054,Q9VWE4,other lethal
2921,FBgn0000064,P07764,other lethal
2922,FBgn0000047,P83967,other lethal
2923,FBgn0000044,P53501,other lethal
2924,FBgn0261930,P22808,other lethal
2925,FBgn0003124,P52304,other lethal
2926,FBgn0003651,P16375,other lethal
2927,FBgn0260945,Q8MQJ7,other lethal
2928,FBgn0033438,Q8MPP3,other lethal
2929,FBgn0261854,A1Z9X0,other lethal
2930,FBgn0011225,Q01989,other lethal
2931,FBgn0001297,A8MPH9,other lethal
2932,FBgn0001297,P21525,other lethal
2933,FBgn0000283,Q24478,other lethal
2934,FBgn0024291,Q9VK34,other lethal
2935,FBgn0035026,Q9W147,other lethal
2936,FBgn0035026,Q8MQY2,other lethal
2937,FBgn0030049,Q7KVS9,other lethal
2938,FBgn0039114,Q9VCI3,other lethal
2939,FBgn0031492,Q9VQK5,other lethal
2940,FBgn0036732,Q9VVH9,other lethal
2941,FBgn0031604,Q9VQZ6,other lethal
2942,FBgn0035769,Q9VS55,other lethal
2943,FBgn0086265,Q9VMK3,other lethal
2944,FBgn0013997,Q94887,other lethal
2945,FBgn0263930,Q24114,other lethal
2946,FBgn0017579,P55841,other lethal
2947,FBgn0017430,P92204,other lethal
2948,FBgn0015381,Q9VML1,other lethal
2949,FBgn0003444,P91682,other lethal
2950,FBgn0020618,O18640,other lethal
2951,FBgn0261575,Q9VBR6,other lethal
2952,FBgn0260936,Q9VRP5,other lethal
2953,FBgn0031613,Q9VR09,other lethal
2954,FBgn0037207,Q95ST8,other lethal
2955,FBgn0035956,Q9VST2,other lethal
2956,FBgn0003984,Q94918,other lethal
2957,FBgn0011817,A0A4D6K823,other lethal
2958,FBgn0003866,P22265,other lethal
2959,FBgn0267698,Q9VI13,other lethal
2960,FBgn0034602,Q9W2J7,other lethal
2961,FBgn0034371,Q7KIS4,other lethal
2962,FBgn0283427,Q9VQL7,other lethal
2963,FBgn0053155,Q0E985,other lethal
2964,FBgn0085462,A8JRH5,other lethal
2965,FBgn0287775,A1ZBR2,other lethal
2966,FBgn0038150,Q9VFV3,other lethal
2967,FBgn0030805,Q9VX95,other lethal
2968,FBgn0028979,Q9U3V5,other lethal
2969,FBgn0036790,Q8MU51,other lethal
2970,FBgn0003429,Q03720,other lethal
2971,FBgn0003429,A0A0B4KHT2,other lethal
2972,FBgn0015295,Q24145,other lethal
2973,FBgn0003116,O18399,other lethal
2974,FBgn0013720,O76899,other lethal
2975,FBgn0013720,Q8T098,other lethal
2976,FBgn0011692,O62528,other lethal
2977,FBgn0265297,P21187,other lethal
2978,FBgn0002939,Q8I7X2,other lethal
2979,FBgn0002939,Q8INY3,other lethal
2980,FBgn0021776,O45116,other lethal
2981,FBgn0021776,Q9VDR7,other lethal
2982,FBgn0034727,Q9W253,other lethal
2983,FBgn0038319,Q9VF89,other lethal
2984,FBgn0029718,Q8SYI9,other lethal
2985,FBgn0010638,Q7JZN0,other lethal
2986,FBgn0013726,P40797,other lethal
2987,FBgn0003139,Q27884,other lethal
2988,FBgn0020510,A0A0B4K774,other lethal
2989,FBgn0010300,Q8MQJ9,other lethal
2990,FBgn0010300,M9MSJ1,other lethal
2991,FBgn0014391,Q9VXN2,other lethal
2992,FBgn0262955,P08266,other lethal
2993,FBgn0004655,Q9W517,other lethal
2994,FBgn0001965,P26675,other lethal
2995,FBgn0261020,Q9VLQ1,other lethal
2996,FBgn0000352,O16844,other lethal
2997,FBgn0041111,Q9VQI9,other lethal
2998,FBgn0023181,Q9W102,other lethal
2999,FBgn0011745,P45889,other lethal
3000,FBgn0283521,Q9V5M3,other lethal
3001,FBgn0036844,Q9VVW5,other lethal
3002,FBgn0036844,M9PG13,other lethal
3003,FBgn0265974,Q9V730,other lethal
3004,FBgn0265974,A0A4P7VB75,other lethal
3005,FBgn0020238,P92177,other lethal
3006,FBgn0038872,Q86NP2,other lethal
3007,FBgn0038872,A0A0B4KGH5,other lethal
3008,FBgn0014340,O02193,other lethal
3009,FBgn0286783,Q7JWF1,other lethal
3010,FBgn0032409,Q9VKB2,other lethal
3011,FBgn0259789,Q9VWC6,other lethal
3012,FBgn0004597,P25008,other lethal
3013,FBgn0036141,Q95ST2,other lethal
3014,FBgn0264922,O97102,other lethal
3015,FBgn0015805,Q94517,other lethal
3016,FBgn0015790,O18335,other lethal
3017,FBgn0001150,P39572,other lethal
3018,FBgn0001325,P07247,other lethal
3019,FBgn0027657,Q9VF15,other lethal
3020,FBgn0250732,Q6NP69,other lethal
3021,FBgn0037249,Q9VN25,other lethal
3022,FBgn0053516,Q59E13,other lethal
3023,FBgn0015379,P54353,other lethal
3024,FBgn0000395,Q9W2H2,other lethal
3025,FBgn0040477,Q9V6Q2,other lethal
3026,FBgn0039722,Q9NIP6,other lethal
3027,FBgn0000206,P22815,other lethal
3028,FBgn0283503,A0A1L4AAD6,other lethal
3029,FBgn0039213,Q9VC57,other lethal
3030,FBgn0040395,M9PGS9,other lethal
3031,FBgn0027603,Q9VWK5,other lethal
3032,FBgn0010282,Q05913,other lethal
3033,FBgn0010417,P49847,other lethal
3034,FBgn0003676,P12613,other lethal
3035,FBgn0014033,Q9V3H7,other lethal
3036,FBgn0010213,Q00637,other lethal
3037,FBgn0028402,E1JI58,other lethal
3038,FBgn0028402,Q9VP85,other lethal
3039,FBgn0019928,Q4V3S6,other lethal
3040,FBgn0037815,Q9VGZ2,other lethal
3041,FBgn0283652,Q9VPM0,other lethal
3042,FBgn0000100,P19889,other lethal
3043,FBgn0285948,P41092,other lethal
3044,FBgn0010078,P48159,other lethal
3045,FBgn0037351,Q9VNE9,other lethal
3046,FBgn0034968,Q9W1B9,other lethal
3047,FBgn0038281,Q9VFE0,other lethal
3048,FBgn0019940,O01668,other lethal
3049,FBgn0004370,P35992,other lethal
3050,FBgn0015282,P48601,other lethal
3051,FBgn0026380,Q9XYN7,other lethal
3052,FBgn0023177,O76932,other lethal
3053,FBgn0085370,Q9VJ79,other lethal
3054,FBgn0003044,Q24459,other lethal
3055,FBgn0037718,Q9VHA8,other lethal
3056,FBgn0030985,Q9VWM0,other lethal
3057,FBgn0016687,O77460,other lethal
3058,FBgn0264975,P20241,other lethal
3059,FBgn0264975,M9NEZ5,other lethal
3060,FBgn0085436,A0A0B4LEZ3,other lethal
3061,FBgn0038964,Q8IGT5,other lethal
3062,FBgn0038964,Q95WY3,other lethal
3063,FBgn0026787,Q9VPJ1,other lethal
3064,FBgn0031020,Q9VWI2,other lethal
3065,FBgn0030505,M9PH25,other lethal
3066,FBgn0030505,A8JUV3,other lethal
3067,FBgn0004174,Q01644,other lethal
3068,FBgn0032921,Q95PE4,other lethal
3069,FBgn0010241,Q5BI62,other lethal
3070,FBgn0004378,P46863,other lethal
3071,FBgn0086359,Q9VH19,other lethal
3072,FBgn0001128,P13706,other lethal
3073,FBgn0066114,O97422,other lethal
3074,FBgn0019990,A0A0B4KHX7,other lethal
3075,FBgn0019990,Q9V9X8,other lethal
3076,FBgn0040323,Q9NHB0,other lethal
3077,FBgn0001122,P16378,other lethal
3078,FBgn0013269,P54397,other lethal
3079,FBgn0039066,Q9VCP0,other lethal
3080,FBgn0000568,P17672,other lethal
3081,FBgn0004591,Q27241,other lethal
3082,FBgn0024556,A1Z9E3,other lethal
3083,FBgn0029176,Q9NJH0,other lethal
3084,FBgn0015872,Q9V5Z7,other lethal
3085,FBgn0015872,A0A0B4KFD6,other lethal
3086,FBgn0261396,P25161,other lethal
3087,FBgn0031695,Q9VMS7,other lethal
3088,FBgn0000357,P07184,other lethal
3089,FBgn0000259,P08182,other lethal
3090,FBgn0015024,P54367,other lethal
3091,FBgn0023395,O16102,other lethal
3092,FBgn0039754,Q9VA94,other lethal
3093,FBgn0038377,Q9VF18,other lethal
3094,FBgn0038181,Q8I0D4,other lethal
3095,FBgn0038181,Q6NL87,other lethal
3096,FBgn0032059,Q9VLJ0,other lethal
3097,FBgn0262513,A1ZAL7,other lethal
3098,FBgn0035315,Q8IRF6,other lethal
3099,FBgn0030725,Q8MZB5,other lethal
3100,FBgn0037679,Q9VHF6,other lethal
3101,FBgn0031684,Q9VMU0,other lethal
3102,FBgn0033741,A1Z909,other lethal
3103,FBgn0038613,Q9VE77,other lethal
3104,FBgn0035833,Q7YTZ3,other lethal
3105,FBgn0264270,P19339,other lethal
3106,FBgn0004170,P10084,other lethal
3107,FBgn0003411,Q9VZ09,other lethal
3108,FBgn0000182,Q24009,other lethal
3109,FBgn0035793,M9PHN9,other lethal
3110,FBgn0035793,B7Z0D3,other lethal
3111,FBgn0036949,Q9VW91,other lethal
3112,FBgn0037935,Q9VGJ7,other lethal
3113,FBgn0037852,Q7K0L7,other lethal
3114,FBgn0259164,Q9VRT4,other lethal
3115,FBgn0034165,Q4V5Z7,other lethal
3116,FBgn0039495,Q8MQY4,other lethal
3117,FBgn0038082,Q9VG30,other lethal
3118,FBgn0039175,Q9VCA5,other lethal
3119,FBgn0035293,Q961Q9,other lethal
3120,FBgn0032444,Q9VK69,other lethal
3121,FBgn0288631,Q8IMR4,other lethal
3122,FBgn0034925,Q9W1H1,other lethal
3123,FBgn0032253,Q9VKV2,other lethal
3124,FBgn0036772,Q5U160,other lethal
3125,FBgn0036772,Q8T9D2,other lethal
3126,FBgn0031908,B1PH90,other lethal
3127,FBgn0036460,Q9VUI8,other lethal
3128,FBgn0036460,M9NE98,other lethal
3129,FBgn0004882,Q8IMZ3,other lethal
3130,FBgn0004882,Q9VCN7,other lethal
3131,FBgn0026083,Q9W4M7,other lethal
3132,FBgn0039349,Q9VBP6,other lethal
3133,FBgn0032115,Q9VLC4,other lethal
3134,FBgn0036838,Q9VVV7,other lethal
3135,FBgn0031227,Q9VPK7,other lethal
3136,FBgn0085386,A8JQT1,other lethal
3137,FBgn0085386,A0A4D6K026,other lethal
3138,FBgn0053523,Q8I934,other lethal
3139,FBgn0053523,M9PBR6,other lethal
3140,FBgn0031240,Q9VPM3,other lethal
3141,FBgn0038871,Q9VDC8,other lethal
3142,FBgn0053287,C3KGM0,other lethal
3143,FBgn0053217,Q8MS38,other lethal
3144,FBgn0053203,B7Z0R3,other lethal
3145,FBgn0263998,Q9I7F7,other lethal
3146,FBgn0263998,A0A0B4KFU0,other lethal
3147,FBgn0052832,Q8INZ7,other lethal
3148,FBgn0000114,O18409,other lethal
3149,FBgn0052521,M9PJS2,other lethal
3150,FBgn0052487,A8WHE6,other lethal
3151,FBgn0031538,Q8SXV8,other lethal
3152,FBgn0031538,Q9VQR0,other lethal
3153,FBgn0052396,Q9VRX3,other lethal
3154,FBgn0052354,Q9VSK1,other lethal
3155,FBgn0051915,Q8IPK4,other lethal
3156,FBgn0034964,Q9W1C5,other lethal
3157,FBgn0031673,Q7K1W8,other lethal
3158,FBgn0051223,Q8SZR6,other lethal
3159,FBgn0051217,Q9VER6,other lethal
3160,FBgn0038195,Q9VFP0,other lethal
3161,FBgn0050493,Q8MKN0,other lethal
3162,FBgn0286203,A1Z6F4,other lethal
3163,FBgn0260477,Q9W2G1,other lethal
3164,FBgn0050154,A1ZBU7,other lethal
3165,FBgn0050043,Q8MKL0,other lethal
3166,FBgn0264691,Q9W328,other lethal
3167,FBgn0050022,Q86PD3,other lethal
3168,FBgn0263755,P45975,other lethal
3169,FBgn0263755,I0DHL3,other lethal
3170,FBgn0285892,E1JH25,other lethal
3171,FBgn0031646,Q9VR45,other lethal
3172,FBgn0037533,Q8SYR7,other lethal
3173,FBgn0037533,A0A0B4KFA6,other lethal
3174,FBgn0029995,Q1EC98,other lethal
3175,FBgn0029995,Q9W3K8,other lethal
3176,FBgn0029945,Q7KVU5,other lethal
3177,FBgn0031195,M9PJS6,other lethal
3178,FBgn0036396,Q9VUB3,other lethal
3179,FBgn0037667,C3KGQ3,other lethal
3180,FBgn0030030,X2JEI6,other lethal
3181,FBgn0030030,Q9W3G7,other lethal
3182,FBgn0029702,Q9W4L8,other lethal
3183,FBgn0039799,Q9VA43,other lethal
3184,FBgn0259734,B5RJS0,other lethal
3185,FBgn0259734,X2JAX8,other lethal
3186,FBgn0030001,B6IDJ0,other lethal
3187,FBgn0030331,Q9VYV0,other lethal
3188,FBgn0035508,Q9VZG4,other lethal
3189,FBgn0037826,Q9VGY1,other lethal
3190,FBgn0029552,Q9W5B8,other lethal
3191,FBgn0040398,B4F5T6,other lethal
3192,FBgn0040398,B4F5T8,other lethal
3193,FBgn0039402,Q9VBI3,other lethal
3194,FBgn0030981,Q9VWM4,other lethal
3195,FBgn0036057,Q9VT67,other lethal
3196,FBgn0261836,M9MRD1,other lethal
3197,FBgn0031731,Q9VMN2,other lethal
3198,FBgn0264707,Q8IRJ3,other lethal
3199,FBgn0264707,Q9W0S2,other lethal
3200,FBgn0243512,Q9VHV8,other lethal
3201,FBgn0284084,P09615,other lethal
3202,FBgn0260987,A0A021WW32,other lethal
3203,FBgn0260987,O96689,other lethal
3204,FBgn0250785,M9PDB2,other lethal
3205,FBgn0250785,Q7KT16,other lethal
3206,FBgn0266696,M9MRP8,other lethal
3207,FBgn0266696,X2JAM4,other lethal
3208,FBgn0033353,Q4V4M6,other lethal
3209,FBgn0259185,B7YZQ4,other lethal
3210,FBgn0034723,Q9W259,other lethal
3211,FBgn0032156,Q8MRQ1,other lethal
3212,FBgn0032804,F3YD59,other lethal
3213,FBgn0030806,Q9VX94,other lethal
3214,FBgn0030826,Q9VX71,other lethal
3215,FBgn0039523,Q9VB27,other lethal
3216,FBgn0039523,A0A0B4KH42,other lethal
3217,FBgn0035517,Q9VZF3,other lethal
3218,FBgn0037797,Q9VH13,other lethal
3219,FBgn0032465,Q9VK46,other lethal
3220,FBgn0035370,Q9VZY0,other lethal
3221,FBgn0036514,Q9VUR2,other lethal
3222,FBgn0039831,Q9V9Z6,other lethal
3223,FBgn0284251,Q95RG7,other lethal
3224,FBgn0035524,Q9VZE6,other lethal
3225,FBgn0038733,Q9VDU1,other lethal
3226,FBgn0039246,Q8T3W5,other lethal
3227,FBgn0039246,Q9VC13,other lethal
3228,FBgn0026592,Q9VZL8,other lethal
3229,FBgn0037051,Q9VP77,other lethal
3230,FBgn0035649,Q9VRR2,other lethal
3231,FBgn0036848,Q9VVW8,other lethal
3232,FBgn0039296,Q9VBV5,other lethal
3233,FBgn0038431,Q4V5J3,other lethal
3234,FBgn0032701,Q9VJ62,other lethal
3235,FBgn0032813,Q9VIT0,other lethal
3236,FBgn0037490,Q9VI83,other lethal
3237,FBgn0267002,A1ZAJ2,other lethal
3238,FBgn0026602,Q7JWW6,other lethal
3239,FBgn0027080,Q9VV60,other lethal
3240,FBgn0010803,Q0KI98,other lethal
3241,FBgn0275436,O16129,other lethal
3242,FBgn0034246,A1ZAW0,other lethal
3243,FBgn0086365,Q95R48,other lethal
3244,FBgn0086356,A1Z9I5,other lethal
3245,FBgn0262112,Q9VAH3,other lethal
3246,FBgn0003486,Q9VRM7,other lethal
3247,FBgn0003460,Q27350,other lethal
3248,FBgn0004595,P29617,other lethal
3249,FBgn0264389,Q9VXY9,other lethal
3250,FBgn0034051,Q9NKV0,other lethal
3251,FBgn0013725,Q27934,other lethal
3252,FBgn0003002,P39768,other lethal
3253,FBgn0000316,P39205,other lethal
3254,FBgn0000709,Q24020,other lethal
3255,FBgn0000221,Q24157,other lethal
3256,FBgn0086707,Q9VJ87,other lethal
3257,FBgn0010333,P40792,other lethal
3258,FBgn0260386,A0A0C4DHF5,other lethal
3259,FBgn0014343,M9PI45,other lethal
3260,FBgn0004102,P22810,other lethal
3261,FBgn0004102,A0A4D6K2U2,other lethal
3262,FBgn0003137,Q868Z9,other lethal
3263,FBgn0020386,Q9W0V1,other lethal
3264,FBgn0000017,P00522,other lethal
3265,FBgn0000017,M9PFS1,other lethal
3266,FBgn0004864,Q24592,other lethal
3267,FBgn0285917,E1JGL0,other lethal
3268,FBgn0285917,A0A0B4KEU2,other lethal
3269,FBgn0263133,Q9VM33,other lethal
3270,FBgn0003169,A0A0B4KG59,other lethal
3271,FBgn0261794,Q8MKK5,other lethal
3272,FBgn0261794,A0A0B4LGD3,other lethal
3273,FBgn0028582,Q9VS85,other lethal
3274,FBgn0287724,M9PD84,other lethal
3275,FBgn0027527,Q7KN81,other lethal
3276,FBgn0038168,Q9VFS6,other lethal
3277,FBgn0015031,Q9VMS1,other lethal
3278,FBgn0286204,Q9VHJ6,other lethal
3279,FBgn0033817,Q7JYX0,other lethal
3280,FBgn0016920,E0A9E1,other lethal
3281,FBgn0286786,Q9U3Z7,other lethal
3282,FBgn0001168,P14003,other lethal
3283,FBgn0010100,Q9VIE8,other lethal
3284,FBgn0015019,P48605,other lethal
3285,FBgn0000320,Q05201,other lethal
3286,FBgn0023000,O97148,other lethal
3287,FBgn0032901,Q9VIH7,other lethal
3288,FBgn0086613,Q9VDY1,other lethal
3289,FBgn0003525,P20483,other lethal
3290,FBgn0262126,M9PC99,other lethal
3291,FBgn0002922,P22816,other lethal
3292,FBgn0039774,Q9VA70,other lethal
3293,FBgn0039908,Q8IMC6,other lethal
3294,FBgn0039908,Q9V4D6,other lethal
3295,FBgn0005427,Q24312,other lethal
3296,FBgn0005427,M9NEL5,other lethal
3297,FBgn0000578,Q8T4F7,other lethal
3298,FBgn0003721,P49455,other lethal
3299,FBgn0000575,P18491,other lethal
3300,FBgn0028968,Q8I0G5,other lethal
3301,FBgn0003129,P23757,other lethal
3302,FBgn0028991,A0A0B4LFA2,other lethal
3303,FBgn0028991,A1Z995,other lethal
3304,FBgn0033055,A1Z6J5,other lethal
3305,FBgn0014037,Q9VW51,other lethal
3306,FBgn0023167,O44437,other lethal
3307,FBgn0040007,Q9W5N2,other lethal
3308,FBgn0261873,M9PJD0,other lethal
3309,FBgn0261873,Q8WRS3,other lethal
3310,FBgn0286567,Q8IRE3,other lethal
3311,FBgn0259745,Q9V4M2,other lethal
3312,FBgn0259749,Q8IGT8,other lethal
3313,FBgn0259749,Q9Y0Z0,other lethal
3314,FBgn0259785,Q9VP57,other lethal
3315,FBgn0261822,M9PCW5,other lethal
3316,FBgn0250791,Q23983,other lethal
3317,FBgn0086129,Q9XZ21,other lethal
3318,FBgn0001942,Q02748,other lethal
3319,FBgn0000299,P08120,other lethal
3320,FBgn0013342,Q9W0C1,other lethal
3321,FBgn0013548,Q24371,other lethal
3322,FBgn0005278,P40320,other lethal
3323,FBgn0004959,Q9VWR5,other lethal
3324,FBgn0003865,P54356,other lethal
3325,FBgn0000492,Q03372,other lethal
3326,FBgn0004606,P28166,other lethal
3327,FBgn0004606,FBpp0303607,other lethal
3328,FBgn0011656,P40791,other lethal
3329,FBgn0264089,P24014,other lethal
3330,FBgn0264089,A0A0B4KES0,other lethal
3331,FBgn0053554,Q8I8U7,other lethal
3332,FBgn0260991,Q7JRJ9,other lethal
3333,FBgn0260991,Q95R61,other lethal
3334,FBgn0002781,Q86B87,other lethal
3335,FBgn0266916,A0A0B4LGX0,other lethal
3336,FBgn0266916,Q9VHP9,other lethal
3337,FBgn0014366,O46106,other lethal
3338,FBgn0000576,P18488,other lethal
3339,FBgn0000576,Q5BIB4,other lethal
3340,FBgn0259986,Q59E55,other lethal
3341,FBgn0264495,Q8INR6,other lethal
3342,FBgn0286785,O44386,other lethal
3343,FBgn0286782,B7YZU2,other lethal
3344,FBgn0003319,Q05319,other lethal
3345,FBgn0002543,Q9GPP7,other lethal
3346,FBgn0002543,M9PC46,other lethal
3347,FBgn0000659,P14734,other lethal
3348,FBgn0000659,A0A0B4KHC0,other lethal
3349,FBgn0261823,Q9V727,other lethal
3350,FBgn0040623,Q9VAL0,other lethal
3351,FBgn0261885,Q8IN94,other lethal
3352,FBgn0003448,P08044,other lethal
3353,FBgn0087012,Q6AWQ4,other lethal
3354,FBgn0087012,Q8IPN2,other lethal
3355,FBgn0039212,Q9VC58,other lethal
3356,FBgn0266668,Q7KRZ3,other lethal
3357,FBgn0260440,Q8IMI5,other lethal
3358,FBgn0270928,O17444,other lethal
3359,FBgn0001311,Q9I7P4,other lethal
3360,FBgn0002945,Q9VVV9,other lethal
3361,FBgn0001233,P02828,other lethal
3362,FBgn0005671,P31409,other lethal
3363,FBgn0028671,Q8IML3,other lethal
3364,FBgn0003117,P52168,other lethal
3365,FBgn0005624,P35820,other lethal
3366,FBgn0003339,P09077,other lethal
3367,FBgn0003339,A0A4D6K1B2,other lethal
3368,FBgn0001138,P91623,other lethal
3369,FBgn0001138,A0A0B4KFB6,other lethal
3370,FBgn0259937,O44081,other lethal
3371,FBgn0002526,Q00174,other lethal
3372,FBgn0259211,P13002,other lethal
3373,FBgn0004569,Q00805,other lethal
3374,FBgn0260795,Q9VTG0,other lethal
3375,FBgn0035725,Q9VS01,other lethal
3376,FBgn0004101,Q24535,other lethal
3377,FBgn0000377,P17886,other lethal
3378,FBgn0261041,A0A0B4K7P4,other lethal
3379,FBgn0261041,A0A0B4K866,other lethal
3380,FBgn0085444,A8DYH1,other lethal
3381,FBgn0004907,P29310,other lethal
3382,FBgn0010434,Q9V8R9,other lethal
3383,FBgn0003862,P20659,other lethal
3384,FBgn0001086,Q24044,other lethal
3385,FBgn0263933,Q95RJ9,other lethal
3386,FBgn0261617,M9MS40,other lethal
3387,FBgn0001321,Q9VH23,other lethal
3388,FBgn0250788,Q00963,other lethal
3389,FBgn0033859,A1Z9G2,other lethal
3390,FBgn0000233,Q24266,other lethal
3391,FBgn0087008,Q9VWF2,other lethal
3392,FBgn0087008,M9PI16,other lethal
3393,FBgn0025111,O62526,other lethal
3394,FBgn0086680,P16241,other lethal
3395,FBgn0003900,P10627,other lethal
3396,FBgn0004956,O96525,other lethal
3397,FBgn0002552,Q9V4Z9,other lethal
3398,FBgn0011217,P25867,other lethal
3399,FBgn0086784,Q8IGJ0,other lethal
3400,FBgn0000157,P20009,other lethal
3401,FBgn0000411,Q24533,other lethal
3402,FBgn0262125,A0A0B4K5Z8,other lethal
3403,FBgn0086706,Q9VSS1,other lethal
3404,FBgn0013733,A1Z9J0,other lethal
3405,FBgn0033032,A1Z6H0,other lethal
