larval_lethal
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
yes
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
other lethal
